row_id,category,reasons,strict_key_hash,relaxed_key_hash,near_family_hash
1,other,near_template_mixed_answers,346e237916e0618c,346e237916e0618c,27e916f37c0d27c3
3,translation,category_edge_sample,eadc3dbafaef4ab2,eadc3dbafaef4ab2,eadc3dbafaef4ab2
6,arithmetic/fractions,near_template_mixed_answers,15a843c68da44ba9,15a843c68da44ba9,374d8bc0ae7c3e49
7,arithmetic/fractions,near_template_mixed_answers,e288fe959e519ed1,e288fe959e519ed1,374d8bc0ae7c3e49
8,other,near_template_mixed_answers,73ef1c5679db37c4,73ef1c5679db37c4,3826b457c117aa9e
10,other,near_template_mixed_answers,0ce1bd09d88fbaf3,0ce1bd09d88fbaf3,ae4df25123852896
17,other,near_template_mixed_answers,c07c41279831d53f,c07c41279831d53f,17b6f6d0536adc16
18,other,near_template_mixed_answers,7d3cc87a959246a3,7d3cc87a959246a3,4b069d523c43fe6e
22,other,near_template_mixed_answers,e8c7064053358fae,e8c7064053358fae,247d6ec98c02f6b7
37,other,near_template_mixed_answers,fdee26e0f0e15405,fdee26e0f0e15405,2a0c8e31d396e935
44,other,near_template_mixed_answers,7c7e1c513044a560,7c7e1c513044a560,4eab343289855f61
47,other,near_template_mixed_answers,7a0bad81879dcb07,7a0bad81879dcb07,3fc98f4651ad90cc
55,other,near_template_mixed_answers,5da4b5fbc1a3940a,5da4b5fbc1a3940a,31c7916a65c0ffa7
57,arithmetic/fractions,near_template_mixed_answers,cacb08329217c678,cacb08329217c678,02400cb25e924e1a
61,Russian morphology,near_template_mixed_answers,3baff7a6d9e15617,3baff7a6d9e15617,867ca0c3902c6a64
65,other,near_template_mixed_answers,8cda40f158ce24f4,8cda40f158ce24f4,321874d5bb6ce6c9
70,other,near_template_mixed_answers,238e88cf3d4ed648,238e88cf3d4ed648,17b6f6d0536adc16
72,arithmetic/fractions,near_template_mixed_answers,a95b07cdc54b6cea,a95b07cdc54b6cea,2fe215ff26683959
73,Russian morphology,near_template_mixed_answers,cb6505622b44482e,cb6505622b44482e,dc40a1988570fdc1
74,arithmetic/fractions,near_template_mixed_answers,ae9e493f033b56c9,ae9e493f033b56c9,1527ab1a401a6f7b
79,arithmetic/fractions,near_template_mixed_answers,950e224be093a439,950e224be093a439,ac89219fc4e43511
80,Russian grammar,near_template_mixed_answers,f4e98149dfa3459e,f4e98149dfa3459e,1861d0f2bba6618e
91,arithmetic/fractions,near_template_mixed_answers,3d9a21be96336c85,3d9a21be96336c85,ef26e03c9a3da58e
108,Russian morphology,near_template_mixed_answers,4048bb4cbf062e07,4048bb4cbf062e07,7939ef0ea1263403
116,Russian grammar,near_template_mixed_answers,42453f01aa32a5cc,42453f01aa32a5cc,1861d0f2bba6618e
130,Russian morphology,near_template_mixed_answers,3e1f695a078ec586,3e1f695a078ec586,867ca0c3902c6a64
131,arithmetic/fractions,near_template_mixed_answers,753fc5a8513efe83,753fc5a8513efe83,374d8bc0ae7c3e49
165,algebra/equations,category_edge_sample,350dced36edcec50,350dced36edcec50,350dced36edcec50
168,arithmetic/fractions,category_edge_sample|near_template_mixed_answers,0559d9863a5ebb9b,0559d9863a5ebb9b,374d8bc0ae7c3e49
193,other,near_template_mixed_answers,f7e1cbe26e5df3c3,f7e1cbe26e5df3c3,3fc98f4651ad90cc
220,word problems,near_template_mixed_answers,ae742f32cceaef1e,ae742f32cceaef1e,0f8dc36acda341c7
227,other,near_template_mixed_answers,50d0d4dcb3bb71a7,50d0d4dcb3bb71a7,4eab343289855f61
232,Russian grammar,near_template_mixed_answers,a24cd5f84ee41802,a24cd5f84ee41802,600c7507df19aa90
272,Russian morphology,near_template_mixed_answers,cd9e42e257f97ccc,cd9e42e257f97ccc,dc40a1988570fdc1
274,other,near_template_mixed_answers,0404dc09bcc6d454,b9be1265f9574a5c,b4f0f37c206c24ef
275,other,category_edge_sample,6ee113a661b29993,6ee113a661b29993,6ee113a661b29993
283,other,near_template_mixed_answers,5e4cb9b4135755ea,1b533595d9fa4a9a,321874d5bb6ce6c9
312,other,near_template_mixed_answers,5faac4082980aeb0,5faac4082980aeb0,fc2d188f61822925
316,other,near_template_mixed_answers,8ade23227aa13b8e,8ade23227aa13b8e,321874d5bb6ce6c9
323,Russian morphology,near_template_mixed_answers,d97a47519b0330a0,d97a47519b0330a0,dc40a1988570fdc1
356,other,near_template_mixed_answers,04762ab6c8c6f4c2,04762ab6c8c6f4c2,321874d5bb6ce6c9
387,other,near_template_mixed_answers,fd623c02827ab083,fd623c02827ab083,7820b60ef05a72e2
400,literature/essay,near_template_mixed_answers,4e7f35b3b79348f7,4e7f35b3b79348f7,9ff84d9d5b9d1d80
478,other,near_template_mixed_answers,462603791d4fbbc7,462603791d4fbbc7,4eab343289855f61
490,other,near_template_mixed_answers,83365875187bc1fd,83365875187bc1fd,b4f0f37c206c24ef
516,Russian morphology,near_template_mixed_answers,9a1a7efab86e1edc,9a1a7efab86e1edc,867ca0c3902c6a64
521,other,near_template_mixed_answers,3033247eda4234bf,3033247eda4234bf,b4f0f37c206c24ef
525,other,near_template_mixed_answers,c87d34ba44900070,c87d34ba44900070,bed1ae82894e7163
534,algebra/equations,category_edge_sample,453cb5c2d7f99f1d,453cb5c2d7f99f1d,453cb5c2d7f99f1d
536,other,near_template_mixed_answers,f463463dbf0a65b0,f463463dbf0a65b0,2a0c8e31d396e935
544,other,near_template_mixed_answers,38fe5e4b55790cd5,38fe5e4b55790cd5,34e29e3d2574d8ce
549,other,near_template_mixed_answers,c3bad3022d8b101c,c3bad3022d8b101c,450712c07bf5f23b
553,Russian morphology,category_edge_sample,a99b6c2648244083,a21d18c70774558a,a99b6c2648244083
601,arithmetic/fractions,near_template_mixed_answers,b518bb389061cc4f,b518bb389061cc4f,8b82a5d42118d400
608,chemistry balancing,category_edge_sample,2bbd3e7606a3f921,2bbd3e7606a3f921,2bbd3e7606a3f921
632,Russian morphology,near_template_mixed_answers,49cbd59889592412,49cbd59889592412,39468c00cf015ab5
645,other,near_template_mixed_answers,dd27dc6ff4154e70,dd27dc6ff4154e70,b4f0f37c206c24ef
668,Russian grammar,near_template_mixed_answers,99c10ad00b0f181a,99c10ad00b0f181a,49e4aac2aa5686dc
696,other,near_template_mixed_answers,33bd4400b6247a98,33bd4400b6247a98,439202e46575a58c
712,literature/essay,near_template_mixed_answers,47651f6acbd56054,47651f6acbd56054,8317800c828f02e3
720,arithmetic/fractions,near_template_mixed_answers,5e43fa95b7dcd5e5,5e43fa95b7dcd5e5,ac89219fc4e43511
723,other,near_template_mixed_answers,95e73b132c1ef48b,95e73b132c1ef48b,2b795464fc03183e
729,Russian morphology,near_template_mixed_answers,8dfb30ade5cb39ae,8dfb30ade5cb39ae,867ca0c3902c6a64
736,Russian morphology,near_template_mixed_answers,c0f54af639e70bad,c0f54af639e70bad,96ce20c7ac9d30bd
761,other,near_template_mixed_answers,2ae6dad86d0925f4,2ae6dad86d0925f4,13d0dd2b8fe1ded2
765,other,near_template_mixed_answers,0a91ca21ab8fdfeb,0a91ca21ab8fdfeb,b6736b78e18f9af4
777,Russian grammar,near_template_mixed_answers,ac15174ccd1a9cba,ac15174ccd1a9cba,0e26f3e3a5a5dc8d
781,arithmetic/fractions,near_template_mixed_answers,e31d98b1f4148f5b,e31d98b1f4148f5b,4d1945168fed6752
801,Russian morphology,near_template_mixed_answers,4c119db38a9e1c25,4c119db38a9e1c25,39468c00cf015ab5
842,algebra/equations,category_edge_sample,9208b1875eb8f659,9208b1875eb8f659,9208b1875eb8f659
853,Russian morphology,near_template_mixed_answers,ef2e94d06a9ff59c,ef2e94d06a9ff59c,867ca0c3902c6a64
871,other,near_template_mixed_answers,e1c01c87852f793b,e1c01c87852f793b,2a0c8e31d396e935
906,arithmetic/fractions,category_edge_sample,c7381d1fa1fb5b0c,c7381d1fa1fb5b0c,c7381d1fa1fb5b0c
923,arithmetic/fractions,near_template_mixed_answers,a22124a05bfc34b9,a22124a05bfc34b9,780f1533c5323631
926,literature/essay,near_template_mixed_answers,eee9b5a48db63ab6,eee9b5a48db63ab6,9ff84d9d5b9d1d80
936,other,near_template_mixed_answers,a3d94b9d980068d6,a3d94b9d980068d6,2a0c8e31d396e935
945,geometry,near_template_mixed_answers,1e7e0eeb1b9462d8,458dd03f6768eb0e,b6956d5b15168d49
960,Russian grammar,near_template_mixed_answers,8888f2cd299deed7,8888f2cd299deed7,d47c185ee959a13d
969,word problems,near_template_mixed_answers,dee9f301a0daa13f,dee9f301a0daa13f,83433d2ef6040abb
1001,chemistry balancing,category_edge_sample,b65e6307749b7eb3,b65e6307749b7eb3,b65e6307749b7eb3
1005,arithmetic/fractions,near_template_mixed_answers,3ef6ca6328910c05,3ef6ca6328910c05,374d8bc0ae7c3e49
1015,literature/essay,near_template_mixed_answers,38a38b54be71aeb5,38a38b54be71aeb5,a8e6322aa43a0a43
1016,literature/essay,near_template_mixed_answers,ebbfc7b30a9129b3,ebbfc7b30a9129b3,9ff84d9d5b9d1d80
1021,literature/essay,category_edge_sample,8c905f6e0b4e4f44,8c905f6e0b4e4f44,8c905f6e0b4e4f44
1029,other,near_template_mixed_answers,139c94a21187b84c,139c94a21187b84c,3fc98f4651ad90cc
1033,Russian morphology,near_template_mixed_answers,d8bcd92485c8651d,d8bcd92485c8651d,39468c00cf015ab5
1035,Russian grammar,near_template_mixed_answers,8e565b865198ed38,8e565b865198ed38,3922d7616913443b
1058,literature/essay,near_template_mixed_answers,4e28de8245635503,4e28de8245635503,014123ee6b6ab03b
1066,arithmetic/fractions,near_template_mixed_answers,6423242ca2853d97,6423242ca2853d97,374d8bc0ae7c3e49
1075,word problems,near_template_mixed_answers,b65bbba1b5e187b2,b65bbba1b5e187b2,6aaa9b2fb9b44995
1078,other,near_template_mixed_answers,aafa685e28f680f0,17f9c51b3cf07c27,3fc98f4651ad90cc
1086,English grammar,category_edge_sample,326d66a04e92bba6,326d66a04e92bba6,326d66a04e92bba6
1124,other,near_template_mixed_answers,7af00cce6e6f19ff,7af00cce6e6f19ff,b6736b78e18f9af4
1134,Russian grammar,near_template_mixed_answers,7c2ad042e1d46c7c,7c2ad042e1d46c7c,95bb09d9a305ad86
1138,other,near_template_mixed_answers,19b3dfaef40f8643,19b3dfaef40f8643,321874d5bb6ce6c9
1151,Russian grammar,near_template_mixed_answers,935c79b30abc5530,935c79b30abc5530,0e26f3e3a5a5dc8d
1154,Russian morphology,near_template_mixed_answers,e523cb31350cabf1,e523cb31350cabf1,dc40a1988570fdc1
1183,arithmetic/fractions,near_template_mixed_answers,54ea42419cde31d8,54ea42419cde31d8,99c28e6c96a75a87
1185,arithmetic/fractions,near_template_mixed_answers,c3992c0e5331d4ab,c3992c0e5331d4ab,8b82a5d42118d400
1186,arithmetic/fractions,near_template_mixed_answers,e779b4cffa69a440,e779b4cffa69a440,f88618fd0fc36de2
1192,other,near_template_mixed_answers,2a7bd304f7bfe613,2a7bd304f7bfe613,2a0c8e31d396e935
1195,Russian morphology,near_template_mixed_answers,77ffe723eb5adf45,77ffe723eb5adf45,867ca0c3902c6a64
1241,other,near_template_mixed_answers,73731efbf7e588e8,73731efbf7e588e8,b53580a92b42e2d6
1267,other,near_template_mixed_answers,8d06ade679f71556,8d06ade679f71556,3fc98f4651ad90cc
1293,arithmetic/fractions,near_template_mixed_answers,47004e2956430116,47004e2956430116,99c28e6c96a75a87
1329,other,near_template_mixed_answers,957820a059f9dad2,957820a059f9dad2,b4f0f37c206c24ef
1335,arithmetic/fractions,near_template_mixed_answers,761c050040a0adc0,761c050040a0adc0,0ac59b791decec5c
1363,word problems,near_template_mixed_answers,49f32ba52dde6b1f,49f32ba52dde6b1f,1498f582cb06419e
1410,other,near_template_mixed_answers,065fddf9c2bba5b0,065fddf9c2bba5b0,2a0c8e31d396e935
1414,arithmetic/fractions,near_template_mixed_answers,c103b66949180850,c103b66949180850,99c28e6c96a75a87
1419,English grammar,category_edge_sample,d92fa97141175d92,d92fa97141175d92,d92fa97141175d92
1426,arithmetic/fractions,near_template_mixed_answers,c46838f7bede7561,c46838f7bede7561,014123ee6b6ab03b
1437,arithmetic/fractions,near_template_mixed_answers,38ae7c1ef2a27d27,38ae7c1ef2a27d27,97ca11b1c9181ce3
1497,arithmetic/fractions,near_template_mixed_answers,97fdeb55b2745423,97fdeb55b2745423,40f0d3261af1fc06
1506,other,near_template_mixed_answers,ae71c03ffa7813e1,ae71c03ffa7813e1,321874d5bb6ce6c9
1512,other,near_template_mixed_answers,af6e9d7fa985d8ff,af6e9d7fa985d8ff,b4f0f37c206c24ef
1515,arithmetic/fractions,near_template_mixed_answers,ff02eb023a18a7bd,ff02eb023a18a7bd,cca595b41870ff87
1537,arithmetic/fractions,near_template_mixed_answers,696016f7ad18fd51,696016f7ad18fd51,13159c78bfafe864
1538,literature/essay,near_template_mixed_answers,dfba4fcd22c11c18,dfba4fcd22c11c18,9ff84d9d5b9d1d80
1547,Russian morphology,near_template_mixed_answers,fc99a062bbddb84a,fc99a062bbddb84a,66131ab1b6fb4ab5
1548,other,near_template_mixed_answers,e110d297604cf408,e110d297604cf408,dd3d44006f82ab9d
1552,other,near_template_mixed_answers,f43ad520b36166b4,f43ad520b36166b4,321874d5bb6ce6c9
1567,Russian grammar,near_template_mixed_answers,f85b28427aea044f,f85b28427aea044f,6374bb796fb8b175
1571,other,near_template_mixed_answers,5ad68d20e91f7894,5ad68d20e91f7894,bed1ae82894e7163
1578,other,near_template_mixed_answers,ff1adc57e7ae6c7a,ff1adc57e7ae6c7a,2a0c8e31d396e935
1585,arithmetic/fractions,near_template_mixed_answers,b29514148fb63cf7,b29514148fb63cf7,58c400d183900705
1587,other,near_template_mixed_answers,193ac1e6be8ed453,193ac1e6be8ed453,5e40d14df14379e4
1619,Russian morphology,near_template_mixed_answers,db22ccf9af96668c,db22ccf9af96668c,dc40a1988570fdc1
1628,other,near_template_mixed_answers,0ec304b793a80d87,0ec304b793a80d87,4eab343289855f61
1646,arithmetic/fractions,near_template_mixed_answers,9d26e4d62c7af13a,9d26e4d62c7af13a,8b82a5d42118d400
1647,other,near_template_mixed_answers,6b58a1b298e2e47a,6b58a1b298e2e47a,31c7916a65c0ffa7
1667,arithmetic/fractions,near_template_mixed_answers,bf4e057f62271002,bf4e057f62271002,ce9df15486eef47f
1671,Russian morphology,near_template_mixed_answers,49cc144ff13ea9e0,e33bd08012489e5b,dc40a1988570fdc1
1680,Russian grammar,near_template_mixed_answers,fbb9628090550d32,fbb9628090550d32,b980a65447bf69c3
1693,other,near_template_mixed_answers,6e8324990f105c54,6e8324990f105c54,46754727658d7e4a
1706,arithmetic/fractions,near_template_mixed_answers,d9b8c17286237230,d9b8c17286237230,8b91fca31d1202e8
1708,arithmetic/fractions,near_template_mixed_answers,c2cb620c5f543500,c2cb620c5f543500,8b82a5d42118d400
1710,Russian grammar,near_template_mixed_answers,a7c6c9519ec3cd49,a7c6c9519ec3cd49,4431a66711ff5f85
1716,arithmetic/fractions,near_template_mixed_answers,7c67d09280e19784,7c67d09280e19784,744fd87080294914
1730,other,near_template_mixed_answers,bb2e892fe0aade1e,bb2e892fe0aade1e,3fc98f4651ad90cc
1744,arithmetic/fractions,near_template_mixed_answers,70ba7b1fbbc3b10b,70ba7b1fbbc3b10b,5e342f4bd622e6a0
1764,arithmetic/fractions,near_template_mixed_answers,1a95866b173678d0,1a95866b173678d0,40f0d3261af1fc06
1770,other,near_template_mixed_answers,233485da17122703,233485da17122703,1bdb2654a18ca720
1772,literature/essay,near_template_mixed_answers,3215a4873ea4eb4b,4a5565e2ff5b4ac7,8317800c828f02e3
1775,arithmetic/fractions,near_template_mixed_answers,d8997077dabe70f0,d8997077dabe70f0,8b82a5d42118d400
1779,other,near_template_mixed_answers,b43e8e55ff13bae3,b43e8e55ff13bae3,b4f0f37c206c24ef
1814,arithmetic/fractions,near_template_mixed_answers,61e35b9ed22f663b,61e35b9ed22f663b,f88618fd0fc36de2
1862,Russian morphology,near_template_mixed_answers,7fab2b00b5d28f14,7fab2b00b5d28f14,96ce20c7ac9d30bd
1877,Russian grammar,category_edge_sample,3fc91bac56298569,3fc91bac56298569,3fc91bac56298569
1878,arithmetic/fractions,near_template_mixed_answers,83a3123c30826b96,83a3123c30826b96,977874eb99907979
1914,other,near_template_mixed_answers,b2d70152f7b89a11,b2d70152f7b89a11,3fc98f4651ad90cc
1919,Russian morphology,near_template_mixed_answers,0cef69d5eddc7881,0cef69d5eddc7881,867ca0c3902c6a64
1930,arithmetic/fractions,near_template_mixed_answers,60b64ec144b3b5da,60b64ec144b3b5da,4d1945168fed6752
1938,arithmetic/fractions,near_template_mixed_answers,2de710d886b21d6d,2de710d886b21d6d,1527ab1a401a6f7b
1939,Russian morphology,near_template_mixed_answers,fa7b3843ec8283b5,fa7b3843ec8283b5,96ce20c7ac9d30bd
1942,arithmetic/fractions,near_template_mixed_answers,21b70790f986d346,21b70790f986d346,1527ab1a401a6f7b
1961,arithmetic/fractions,near_template_mixed_answers,3d7b607a4562dd82,3d7b607a4562dd82,3826b457c117aa9e
1984,arithmetic/fractions,near_template_mixed_answers,39e5db33203e3718,39e5db33203e3718,b7c22fa821f02791
2016,Russian grammar,near_template_mixed_answers,1d8605f61881fb98,1d8605f61881fb98,91e524bda21019bd
2020,Russian grammar,near_template_mixed_answers,4eefcce0de5eb4f6,4eefcce0de5eb4f6,1861d0f2bba6618e
2030,other,near_template_mixed_answers,d1b799e79dc1327c,d1b799e79dc1327c,d4eddc1256226e97
2056,other,near_template_mixed_answers,c7d0c726dbdf9c27,c7d0c726dbdf9c27,5ce4bbf98f14f6fc
2075,arithmetic/fractions,near_template_mixed_answers,c3f8c823904d38b6,c3f8c823904d38b6,8b82a5d42118d400
2076,other,near_template_mixed_answers,3394878fb5aea8a3,3394878fb5aea8a3,321874d5bb6ce6c9
2092,other,category_edge_sample,d68b63b64501d06c,d68b63b64501d06c,d68b63b64501d06c
2125,Russian grammar,near_template_mixed_answers,f06025db27fa5c8a,f06025db27fa5c8a,95bb09d9a305ad86
2132,arithmetic/fractions,near_template_mixed_answers,78f7afa18d719cf5,78f7afa18d719cf5,79fea90f38dc70f9
2143,word problems,near_template_mixed_answers,7c6f10a11b49d88d,7c6f10a11b49d88d,3fc98f4651ad90cc
2171,other,near_template_mixed_answers,b96c98f384047141,b96c98f384047141,7c3a1d16841758fe
2205,arithmetic/fractions,near_template_mixed_answers,68079d13c310d1e1,68079d13c310d1e1,0ac59b791decec5c
2224,other,near_template_mixed_answers,926b587906aeab15,926b587906aeab15,bb4895707db1fc56
2226,arithmetic/fractions,near_template_mixed_answers,38599bd9cfa01272,38599bd9cfa01272,da046a83699c6ce9
2227,Russian morphology,category_edge_sample,250c4770c3eacda4,250c4770c3eacda4,250c4770c3eacda4
2230,Russian morphology,near_template_mixed_answers,fb06aeeef1dfba0c,fb06aeeef1dfba0c,dc40a1988570fdc1
2242,arithmetic/fractions,near_template_mixed_answers,8c25f800f8580926,8c25f800f8580926,374d8bc0ae7c3e49
2244,Russian morphology,near_template_mixed_answers,23900ea0f23ebf3c,23900ea0f23ebf3c,dc40a1988570fdc1
2258,arithmetic/fractions,near_template_mixed_answers,ed71e3471207a6f0,ed71e3471207a6f0,ef26e03c9a3da58e
2262,word problems,category_edge_sample,ab4d48556e9894c4,ab4d48556e9894c4,ab4d48556e9894c4
2263,Russian morphology,near_template_mixed_answers,3aeb2b290d5e0e26,3aeb2b290d5e0e26,39468c00cf015ab5
2268,arithmetic/fractions,near_template_mixed_answers,9c2dd251fc6478fb,9c2dd251fc6478fb,2fe215ff26683959
2269,other,near_template_mixed_answers,39ce695974427db9,39ce695974427db9,1bdb2654a18ca720
2283,Russian morphology,near_template_mixed_answers,e8cc82d810ca4e17,e8cc82d810ca4e17,66131ab1b6fb4ab5
2340,arithmetic/fractions,category_edge_sample,894467fc2c71e205,894467fc2c71e205,894467fc2c71e205
2349,other,near_template_mixed_answers,e775670147627ea8,e775670147627ea8,badaf807c0ba820b
2352,arithmetic/fractions,near_template_mixed_answers,bed574ed07a5f360,bed574ed07a5f360,90affafafcc92edc
2392,Russian grammar,near_template_mixed_answers,48844b7585ff1231,48844b7585ff1231,1861d0f2bba6618e
2407,chemistry balancing,category_edge_sample,4cc79c93b5994792,4cc79c93b5994792,4cc79c93b5994792
2451,Russian morphology,category_edge_sample,5e7a58b0dc3a2a25,5e7a58b0dc3a2a25,5e7a58b0dc3a2a25
2466,arithmetic/fractions,near_template_mixed_answers,e14511ee6081dfad,e14511ee6081dfad,4d1945168fed6752
2483,other,near_template_mixed_answers,da98b5b1af0a5262,da98b5b1af0a5262,3fc98f4651ad90cc
2488,other,near_template_mixed_answers,ee2ca792576ac121,ee2ca792576ac121,321874d5bb6ce6c9
2506,English grammar,category_edge_sample,1cd3f2dcac578c26,1cd3f2dcac578c26,1cd3f2dcac578c26
